MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1919025,1300017J02Rik,RIKEN cDNA 1300017J02 gene,9,,enzyme inhibitor activity,,,IDA,,J:125561 
MGI:1924020,2010005H15Rik,RIKEN cDNA 2010005H15 gene,16,,cysteine-type endopeptidase inhibitor activity,,,ISO,P01040 ,J:164563 
MGI:1917295,2610528A11Rik,RIKEN cDNA 2610528A11 gene,14,,chemokine activity,,,IDA,,J:248456 
MGI:1917295,2610528A11Rik,RIKEN cDNA 2610528A11 gene,14,,cytokine activity,,,IEA,KW-0202 ,J:60000 
MGI:1917669,2810408A11Rik,RIKEN cDNA 2810408A11 gene,11,,protein phosphatase inhibitor activity,,,IBA,PTN000273866 ,J:161428 
MGI:1920455,3110043O21Rik,RIKEN cDNA 3110043O21 gene,4,,guanyl-nucleotide exchange factor activity,,,IEA,KW-0344 ,J:60000 
MGI:1920455,3110043O21Rik,RIKEN cDNA 3110043O21 gene,4,,guanyl-nucleotide exchange factor activity,,,IEA,IPR027819 ,J:72247 
MGI:1920455,3110043O21Rik,RIKEN cDNA 3110043O21 gene,4,contributes_to,Rab guanyl-nucleotide exchange factor activity,,,ISO,Q96LT7 ,J:164563 
MGI:1925859,8030411F24Rik,RIKEN cDNA 8030411F24 gene,2,,cysteine-type endopeptidase inhibitor activity,,,IBA,PTN000151466 ,J:161428 
MGI:1925859,8030411F24Rik,RIKEN cDNA 8030411F24 gene,2,,peptidase inhibitor activity,,,IEA,KW-0646 ,J:60000 
MGI:1924955,9230104L09Rik,RIKEN cDNA 9230104L09 gene,2,,cysteine-type endopeptidase inhibitor activity,,,IBA,PTN000151466 ,J:161428 
MGI:2449119,A2m,alpha-2-macroglobulin,6,,endopeptidase inhibitor activity,,,ISO,RGD:2004 ,J:155856 
MGI:2449119,A2m,alpha-2-macroglobulin,6,,peptidase inhibitor activity,,,TAS,,J:3922 
MGI:2449119,A2m,alpha-2-macroglobulin,6,,serine-type endopeptidase inhibitor activity,,,ISO,P01023 ,J:164563 
MGI:3039594,A2ml1,alpha-2-macroglobulin like 1,6,,endopeptidase inhibitor activity,,,IEA,IPR001599 IPR002890 ,J:72247 
MGI:3039594,A2ml1,alpha-2-macroglobulin like 1,6,,peptidase inhibitor activity,,,IEA,KW-0082 KW-0646 ,J:60000 
MGI:3039594,A2ml1,alpha-2-macroglobulin like 1,6,,serine-type endopeptidase inhibitor activity,,,IEA,KW-0722 ,J:60000 
MGI:1352630,Abcc9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",6,,potassium channel regulator activity,,,ISO,RGD:3787 ,J:155856 
MGI:1195458,Abce1,"ATP-binding cassette, sub-family E (OABP), member 1",8,,endoribonuclease inhibitor activity,,,ISO,P61221 ,J:164563 
MGI:104913,Abi1,abl-interactor 1,2,,protein tyrosine kinase activator activity,,,IDA,,J:83872 
MGI:107771,Abr,active BCR-related gene,11,,GTPase activator activity,regulates Rac2|regulates Rac3,,IDA,,J:118168 
MGI:107771,Abr,active BCR-related gene,11,,GTPase activator activity,happens in neutrophil,,IGI,MGI:88141 ,J:153997 
MGI:107771,Abr,active BCR-related gene,11,,GTPase activator activity,,,TAS,,J:72425 
MGI:107771,Abr,active BCR-related gene,11,,guanyl-nucleotide exchange factor activity,,,IEA,IPR001331 ,J:72247 
MGI:107771,Abr,active BCR-related gene,11,,guanyl-nucleotide exchange factor activity,,,IEA,KW-0344 ,J:60000 
MGI:107771,Abr,active BCR-related gene,11,,Rho guanyl-nucleotide exchange factor activity,,,IEA,IPR000219 ,J:72247 
MGI:2388270,Acap1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",11,,GTPase activator activity,,,IEA,IPR001164 ,J:72247 
MGI:1925868,Acap2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",16,,GTPase activator activity,,,ISO,AJ238248 ,J:73065 
MGI:2153589,Acap3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",4,,GTPase activator activity,uses Arf6,,IMP,,J:245108 
MGI:1859515,Acrbp,proacrosin binding protein,6,,peptidase activator activity,,,ISA,D16200 ,J:71436 
MGI:2442201,Adap1,ArfGAP with dual PH domains 1,5,,GTPase activator activity,,,ISO,O75689 ,J:164563 
MGI:2663075,Adap2,ArfGAP with dual PH domains 2,11,,GTPase activator activity,,,IEA,KW-0343 ,J:60000 
MGI:2663075,Adap2,ArfGAP with dual PH domains 2,11,,GTPase activator activity,,,IEA,IPR001164 IPR037849 IPR037851 ,J:72247 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,hormone activity,,,IEA,IPR000532 ,J:72247 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,hormone activity,,,IEA,KW-0372 ,J:60000 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,neuropeptide hormone activity,,,ISO,P18509 ,J:164563 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,neuropeptide hormone activity,,,ISO,RGD:2037 ,J:155856 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,neuropeptide hormone activity,,,TAS,,J:49214 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,pituitary adenylate cyclase activating polypeptide activity,,,IDA,,J:183231 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,pituitary adenylate cyclase activating polypeptide activity,,,ISO,RGD:2037 ,J:155856 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,pituitary adenylate cyclase activating polypeptide activity,,,ISO,P18509 ,J:164563 
MGI:2441837,Adgrb3,adhesion G protein-coupled receptor B3,1,,GTPase activator activity,,,IDA,,J:222140 
MGI:87926,Adh7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",3,,receptor antagonist activity,,,ISO,P40394 ,J:164563 
MGI:106675,Adipoq,"adiponectin, C1Q and collagen domain containing",16,,hormone activity,,,IDA,,J:93108 
MGI:106675,Adipoq,"adiponectin, C1Q and collagen domain containing",16,,hormone activity,,,ISO,Q15848 ,J:164563 
MGI:106675,Adipoq,"adiponectin, C1Q and collagen domain containing",16,,hormone activity,,,TAS,,J:70692 
MGI:108058,Adm,adrenomedullin,7,,hormone activity,,,IEA,IPR001710 IPR021116 ,J:72247 
MGI:108058,Adm,adrenomedullin,7,,hormone activity,,,IEA,KW-0372 ,J:60000 
MGI:2675256,Adm2,adrenomedullin 2,15,,hormone activity,,,IEA,KW-0372 ,J:60000 
MGI:2675256,Adm2,adrenomedullin 2,15,,hormone activity,,,IEA,IPR021116 ,J:72247 
MGI:2442168,Adprhl1,ADP-ribosylhydrolase like 1,8,,GTPase activator activity,,,IBA,PTN000537561 ,J:161428 
MGI:87937,Adrb1,"adrenergic receptor, beta 1",19,,Ras guanyl-nucleotide exchange factor activity,,,ISO,P08588 ,J:164563 
MGI:87938,Adrb2,"adrenergic receptor, beta 2",18,,potassium channel regulator activity,,,ISO,P07550 ,J:164563 
MGI:1929289,Adrm1,adhesion regulating molecule 1,2,,endopeptidase activator activity,,,IBA,PTN000259827 ,J:161428 
MGI:1929289,Adrm1,adhesion regulating molecule 1,2,,endopeptidase activator activity,,,ISO,Q16186 ,J:164563 
MGI:2147658,Afap1l2,actin filament associated protein 1-like 2,19,,protein tyrosine kinase activator activity,,,ISO,Q8N4X5 ,J:164563 
MGI:2653690,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",1,,GTPase activator activity,,,IEA,IPR001164 ,J:72247 
MGI:2653690,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",1,,GTPase activator activity,,,IEA,KW-0343 ,J:60000 
