MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1924125,4930516K23Rik,RIKEN cDNA 4930516K23 gene,7,,olfactory receptor activity,,,IBA,PTN001238510 ,J:161428 
MGI:99607,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",4,,apolipoprotein A-I receptor activity,,,ISO,O95477 ,J:164563 
MGI:1351646,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7",10,,apolipoprotein A-I receptor activity,,,IDA,,J:207821 
MGI:1351646,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7",10,,apolipoprotein A-I receptor activity,,,ISO,Q8IZY2 ,J:164563 
MGI:1352630,Abcc9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",6,,sulfonylurea receptor activity,,,ISO,RGD:3787 ,J:155856 
MGI:1914344,Abhd2,abhydrolase domain containing 2,7,,steroid hormone receptor activity,,,ISO,P08910 ,J:164563 
MGI:1097689,Ackr1,atypical chemokine receptor 1 (Duffy blood group),1,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:1097689,Ackr1,atypical chemokine receptor 1 (Duffy blood group),1,,transmembrane signaling receptor activity,,,IBA,PTN001423614 ,J:161428 
MGI:1891697,Ackr2,atypical chemokine receptor 2,9,,C-C chemokine receptor activity,,,IDA,,J:40322 
MGI:1891697,Ackr2,atypical chemokine receptor 2,9,,chemokine receptor activity,,,IEA,IPR000355 ,J:72247 
MGI:1891697,Ackr2,atypical chemokine receptor 2,9,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:1891697,Ackr2,atypical chemokine receptor 2,9,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:109562,Ackr3,atypical chemokine receptor 3,1,,C-X-C chemokine receptor activity,,,ISO,P25106 ,J:164563 
MGI:109562,Ackr3,atypical chemokine receptor 3,1,,coreceptor activity,,,IEA,IPR001416 ,J:72247 
MGI:109562,Ackr3,atypical chemokine receptor 3,1,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:109562,Ackr3,atypical chemokine receptor 3,1,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:2181676,Ackr4,atypical chemokine receptor 4,9,,chemokine receptor activity,,,ISO,Q9NPB9 ,J:164563 
MGI:2181676,Ackr4,atypical chemokine receptor 4,9,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:2181676,Ackr4,atypical chemokine receptor 4,9,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
